"ID_st","Eligible","Exclude_reason","ID_P","ID_subgroup","ID_iv","ID_dv","ID_report","ID_Wave","Authors","AUTHO0","AUTHO1","Pub_Year","Title","Journal","Doi","Pub_type","Design","Waves","Age_measure","Age_m_iv","Age_sd_iv","Age_m_dv","Age_sd_dv","male","N","N_m","N_f","SES","SES0","Country","P_Instrument","P_INS0","P_OBS","P_PR","P_SPR","P_CR","P_MIX","P_Inv","P_pos","P_Neg","P_Inc","P_War","P_Acc","P_Sen","P_Sup","P_Mon_poor","P_Mon","P_dir","P_Dem","P_Aut","P_prot","P_Con","P_Str_Con","P_B_Con","P_P_Con","P_Pun","P_Dis_indu","P_Dis","P_C_Dis","P_I_Dis","P_Hos","P_cor_pun","P_har","P_Rej","PB_instrument","PB_OBS","PB_PR","PB_PR_WHOM","PB_CR","PB_TR","PB_FR","PB_MIX","PB_PB","PB_toM","PB_toF","PB_toFR","PB_toFAM","PB_toSTR","PB_Alt","PB_Emp","PB_Sym","PB_com","PB_coop","PB_sha","M_IV","M_IV_SD","M_DV","M_DV_SD","R","R_m_f","B","ID_Copy","Eligible_copy","Lableparenting_copy","P_W","P_S","P_P","P_C","P_I","P_H","P_po","P_ne","ID","p_negative","id_merge","R_f"
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR1-CR1                                                                                             ","1 op 1                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.1,0.74,0.41,NA,NA,38,"yes","autonomy                                                                                            ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"38__autonomy_PBtostr_PR1-CR1_1op1_38",0.36
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR1-CR3                                                                                             ","1 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.6,0.75,0.28,NA,NA,38,"yes","autonomy                                                                                            ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"38__autonomy_PBtostr_PR1-CR3_1op3_38",0.21
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR2-CR3                                                                                             ","2 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",15.29,NA,17.28,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.89,3.6,0.75,0.25,NA,NA,38,"yes","autonomy                                                                                            ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"38__autonomy_PBtostr_PR2-CR3_2op3_38",0.28
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","warmth (or responsivity)                                                                            ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",4.28,0.46,3.64,0.61,0.17,0.33,NA,39,"yes","warmth (or responsivity)                                                                            ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"39__warmth(orresponsivity)_PBtoStr_PR-CR_2-4_39",0.08
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","inductive discipline (regulation)                                                                   ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",4.1,0.58,3.64,0.61,0.18,0.23,NA,39,"yes","inductive discipline (regulation)                                                                   ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"39__inductivediscipline(regulation)_PBtoStr_PR-CR_2-4_39",0.06
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.7,0.58,3.64,0.61,0.14,0.27,NA,39,"yes","autonomy                                                                                            ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",36,FALSE,"39__autonomy_PBtoStr_PR-CR_2-4_39",0.15
44,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","Acceptance (R)                                                                                      ","prosocial behavior                                                                                  ","                                                                                                    ","1 op 2                                                                                              ","Putnick, Bornstein, Lansford, Malone, Pastorelli, Skinner, . . . Oburu                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2015,"Perceived mother and father acceptance-rejection predict four unique aspects of child adjustment across nine countries                                                                                                                                         ","Journal of Child Psychology and Psychiatry                                                                                                                                                                                                                     ","10.1111/jcpp.12366                                                                                                                                                                                                                                             ","journal article","longitudinal",2,"Years",8.25,0.63,9.31,0.73,0.492,1247,1247,1046,"Diverse cross-national sample. Mothers completed 12,54 years of education, fathers 12,69 years of education                                                                                                                                                    ","                                                ","cross-national; China, Colombia, Italie, Jordanie, Kenia, Filipijnen, Zweden, Thailand, US                                                                                                                                                                     ","Child version of the Parental acceptance rejection control questionnaire short from (PARQ/Control-SF)                                                                                                                                                          ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","13 item scale adapted from Pastorelli et al (1997)                                                                                                                                             ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",35.98,9.37,2.45,0.34,0.36,0.8,NA,44,"yes","Acceptance (R)                                                                                      ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"44__Acceptance(R)_prosocialbehavior__1op2_44",0.31
44,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","Acceptance (R)                                                                                      ","prosocial behavior                                                                                  ","                                                                                                    ","2 op 2                                                                                              ","Putnick, Bornstein, Lansford, Malone, Pastorelli, Skinner, . . . Oburu                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2015,"Perceived mother and father acceptance-rejection predict four unique aspects of child adjustment across nine countries                                                                                                                                         ","Journal of Child Psychology and Psychiatry                                                                                                                                                                                                                     ","10.1111/jcpp.12366                                                                                                                                                                                                                                             ","journal article","cross",1,"Years",9.31,0.73,9.31,0.73,0.492,1247,1247,1046,"Diverse cross-national sample. Mothers completed 12,54 years of education, fathers 12,69 years of education                                                                                                                                                    ","                                                ","cross-national; China, Colombia, Italie, Jordanie, Kenia, Filipijnen, Zweden, Thailand, US                                                                                                                                                                     ","Child version of the Parental acceptance rejection control questionnaire short from (PARQ/Control-SF)                                                                                                                                                          ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","13 item scale adapted from Pastorelli et al (1997)                                                                                                                                             ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",33.48,8.91,2.45,0.34,0.4,0.75,NA,44,"yes","Acceptance (R)                                                                                      ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"44__Acceptance(R)_prosocialbehavior__2op2_44",0.38
44,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","Acceptance (R)                                                                                      ","prosocial behavior                                                                                  ","                                                                                                    ","3 op 3                                                                                              ","Putnick, Bornstein, Lansford, Malone, Pastorelli, Skinner, . . . Oburu                                                                                                                                                                                         ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2015,"Perceived mother and father acceptance-rejection predict four unique aspects of child adjustment across nine countries                                                                                                                                         ","Journal of Child Psychology and Psychiatry                                                                                                                                                                                                                     ","10.1111/jcpp.12366                                                                                                                                                                                                                                             ","journal article","cross",1,"Years",10.35,0.72,10.35,0.72,0.492,1247,1247,1046,"Diverse cross-national sample. Mothers completed 12,54 years of education, fathers 12,69 years of education                                                                                                                                                    ","                                                ","cross-national; China, Colombia, Italie, Jordanie, Kenia, Filipijnen, Zweden, Thailand, US                                                                                                                                                                     ","Child version of the Parental acceptance rejection control questionnaire short from (PARQ/Control-SF)                                                                                                                                                          ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","13 item scale adapted from Pastorelli et al (1997)                                                                                                                                             ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",32.97,8.83,2.48,0.35,0.42,0.76,NA,44,"yes","Acceptance (R)                                                                                      ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"44__Acceptance(R)_prosocialbehavior__3op3_44",0.38
45,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","acceptance                                                                                          ","PB                                                                                                  ","                                                                                                    ","2-2                                                                                                 ","Putnick, D. L., Bornstein, M. H., Lansford, J. E., Chang, L., Deater-Deckard, K., Di Giunta, L., . . . Bombi, A. S.                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Parental acceptance-rejection and child prosocial behavior: Developmental transactions across the transition to adolescence in nine countries, mothers and fathers, and girls and boys.                                                                        ","Developmental Psychology                                                                                                                                                                                                                                       ","10.1037/dev0000565 [doi]                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",9.35,0.73,9.35,0.73,49.9,1144,1132,924,"diverse cross-national sample:mothers completed 12,76 years of education, (sd=4,18), fathers 13,06(sd=4,07)                                                                                                                                                    ","                                                ","China, Colombia, Italy, Jordan, Kenya, Philippines, Sweden, Thailand, US.                                                                                                                                                                                      ","Parental acceptance-rejection/control questionnaire short form (PARQ/Control-SF, Rohner, 2005)                                                                                                                                                                 ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Pastorelli et al., 1997)                                                                                                                                                                       ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",88.28,7.14,2.44,0.35,0.27,0.45,NA,45,"yes","acceptance                                                                                          ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"45__acceptance_PB__2-2_45",0.23
45,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","acceptance                                                                                          ","PB                                                                                                  ","                                                                                                    ","3-3                                                                                                 ","Putnick, D. L., Bornstein, M. H., Lansford, J. E., Chang, L., Deater-Deckard, K., Di Giunta, L., . . . Bombi, A. S.                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Parental acceptance-rejection and child prosocial behavior: Developmental transactions across the transition to adolescence in nine countries, mothers and fathers, and girls and boys.                                                                        ","Developmental Psychology                                                                                                                                                                                                                                       ","10.1037/dev0000565 [doi]                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",10.39,0.74,10.39,0.74,49.9,1108,1103,908,"diverse cross-national sample:mothers completed 12,76 years of education, (sd=4,18), fathers 13,06(sd=4,07)                                                                                                                                                    ","                                                ","China, Colombia, Italy, Jordan, Kenya, Philippines, Sweden, Thailand, US.                                                                                                                                                                                      ","Parental acceptance-rejection/control questionnaire short form (PARQ/Control-SF, Rohner, 2005)                                                                                                                                                                 ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Pastorelli et al., 1997)                                                                                                                                                                       ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",88.17,7.38,2.48,0.35,0.27,0.47,NA,45,"yes","acceptance                                                                                          ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"45__acceptance_PB__3-3_45",0.24
45,"yes","Overlap sampe 44-45,12% single mothers + Nu worden alle correlaties geagregeerd weergegeven. We zouden de correlaties per land kunnen opvragen                                                                                                                 ","mother","                                                                                                    ","acceptance                                                                                          ","PB                                                                                                  ","                                                                                                    ","4-4                                                                                                 ","Putnick, D. L., Bornstein, M. H., Lansford, J. E., Chang, L., Deater-Deckard, K., Di Giunta, L., . . . Bombi, A. S.                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Parental acceptance-rejection and child prosocial behavior: Developmental transactions across the transition to adolescence in nine countries, mothers and fathers, and girls and boys.                                                                        ","Developmental Psychology                                                                                                                                                                                                                                       ","10.1037/dev0000565 [doi]                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",12.89,0.84,12.89,0.84,49.9,1026,1001,805,"diverse cross-national sample:mothers completed 12,76 years of education, (sd=4,18), fathers 13,06(sd=4,07)                                                                                                                                                    ","                                                ","China, Colombia, Italy, Jordan, Kenya, Philippines, Sweden, Thailand, US.                                                                                                                                                                                      ","Parental acceptance-rejection/control questionnaire short form (PARQ/Control-SF, Rohner, 2005)                                                                                                                                                                 ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Pastorelli et al., 1997)                                                                                                                                                                       ","Nee","Nee","0","Ja","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",88.34,7.41,2.5,0.32,0.18,0.37,NA,45,"yes","acceptance                                                                                          ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",44,FALSE,"45__acceptance_PB__4-4_45",0.21
